region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,id
Barnet,2021-01-03,NA,forecast,570,671,641,265,420,509,638,776,1248,E09000003
Barnet,2021-01-04,NA,forecast,912,1149,1613,394,656,806,1036,1306,2251,E09000003
Barnet,2021-01-05,NA,forecast,815,1111,2281,329,572,715,945,1198,2216,E09000003
Barnet,2021-01-06,NA,forecast,839,1239,3493,318,571,724,988,1275,2532,E09000003
Barnet,2021-01-07,NA,forecast,798,1301,5541,270,514,672,938,1247,2647,E09000003
Barnet,2021-01-08,NA,forecast,792,1516,9701,247,495,657,942,1287,2806,E09000003
Barnet,2021-01-09,NA,forecast,610,1382,11400,183,376,507,739,1043,2389,E09000003
Barnet,2021-01-10,NA,forecast,673,1860,19000,190,399,549,834,1150,2866,E09000003
Barnsley,2020-12-28,NA,forecast,122,126,32,80,103,115,130,145,183,E08000016
Barnsley,2020-12-29,NA,forecast,117,120,32,74,98,109,125,140,179,E08000016
Barnsley,2020-12-30,NA,forecast,114,119,36,71,94,105,122,137,184,E08000016
Barnsley,2020-12-31,NA,forecast,107,113,40,62,86,99,115,133,185,E08000016
Barnsley,2021-01-01,NA,forecast,109,117,46,61,86,100,119,138,197,E08000016
Barnsley,2021-01-02,NA,forecast,98,108,51,52,77,90,108,129,190,E08000016
Barnsley,2021-01-03,NA,forecast,105,118,66,55,81,95,117,138,221,E08000016
Barnsley,2021-01-04,NA,forecast,172,196,135,84,128,154,193,230,371,E08000016
Barnsley,2021-01-05,NA,forecast,163,192,166,76,119,144,185,226,375,E08000016
Barnsley,2021-01-06,NA,forecast,159,195,197,70,114,141,182,225,413,E08000016
Barnsley,2021-01-07,NA,forecast,149,191,279,62,104,130,171,219,419,E08000016
Barnsley,2021-01-08,NA,forecast,152,203,379,59,102,129,177,228,449,E08000016
Barnsley,2021-01-09,NA,forecast,137,195,512,51,92,116,159,211,448,E08000016
Barnsley,2021-01-10,NA,forecast,146,223,795,52,96,125,174,233,523,E08000016
Bath and North East Somerset,2020-12-28,NA,forecast,71,76,30,36,54,64,78,92,131,E06000022
Bath and North East Somerset,2020-12-29,NA,forecast,64,68,29,31,48,58,70,83,122,E06000022
Bath and North East Somerset,2020-12-30,NA,forecast,72,79,37,34,54,65,80,96,146,E06000022
Bath and North East Somerset,2020-12-31,NA,forecast,64,73,41,29,47,57,73,89,142,E06000022
Bath and North East Somerset,2021-01-01,NA,forecast,77,88,64,32,54,68,87,109,176,E06000022
Bath and North East Somerset,2021-01-02,NA,forecast,59,70,75,23,41,52,67,85,145,E06000022
Bath and North East Somerset,2021-01-03,NA,forecast,66,84,251,24,44,57,76,99,177,E06000022
Bath and North East Somerset,2021-01-04,NA,forecast,102,141,397,36,68,87,120,160,306,E06000022
Bath and North East Somerset,2021-01-05,NA,forecast,93,145,1128,29,58,78,111,147,309,E06000022
Bath and North East Somerset,2021-01-06,NA,forecast,105,182,1671,32,65,87,125,173,379,E06000022
Bath and North East Somerset,2021-01-07,NA,forecast,93,240,5669,27,56,76,113,159,367,E06000022
Bath and North East Somerset,2021-01-08,NA,forecast,110,297,6303,29,63,90,136,198,480,E06000022
Bath and North East Somerset,2021-01-09,NA,forecast,85,410,15120,21,48,68,107,156,425,E06000022
Bath and North East Somerset,2021-01-10,NA,forecast,93,785,35752,21,51,76,118,180,496,E06000022
Bedford,2020-12-28,NA,forecast,223,231,67,140,184,207,239,270,357,E06000055
Bedford,2020-12-29,NA,forecast,209,220,71,125,170,194,225,258,353,E06000055
Bedford,2020-12-30,NA,forecast,198,210,76,114,156,181,215,250,350,E06000055
Bedford,2020-12-31,NA,forecast,170,183,74,92,132,155,187,220,319,E06000055
Bedford,2021-01-01,NA,forecast,173,189,87,88,130,156,191,227,346,E06000055
Bedford,2021-01-02,NA,forecast,137,154,81,68,102,122,153,186,298,E06000055
Bedford,2021-01-03,NA,forecast,157,179,108,72,114,138,177,215,363,E06000055
Bedford,2021-01-04,NA,forecast,223,274,240,95,156,194,256,324,604,E06000055
Bedford,2021-01-05,NA,forecast,208,264,260,81,142,178,241,309,624,E06000055
Bedford,2021-01-06,NA,forecast,198,262,294,71,131,168,233,309,630,E06000055
Bedford,2021-01-07,NA,forecast,168,237,406,58,106,140,200,268,598,E06000055
Bedford,2021-01-08,NA,forecast,167,253,464,54,103,138,202,288,661,E06000055
Bedford,2021-01-09,NA,forecast,134,218,524,40,80,110,165,230,587,E06000055
Bedford,2021-01-10,NA,forecast,151,259,724,41,89,122,188,271,723,E06000055
Bexley,2020-12-28,NA,forecast,549,573,176,337,447,508,589,669,905,E09000004
Bexley,2020-12-29,NA,forecast,467,496,169,268,377,434,510,588,812,E09000004
Bexley,2020-12-30,NA,forecast,510,540,206,279,399,463,553,639,904,E09000004
Bexley,2020-12-31,NA,forecast,480,519,218,249,365,438,526,621,919,E09000004
Bexley,2021-01-01,NA,forecast,416,465,230,209,313,375,462,557,872,E09000004
Bexley,2021-01-02,NA,forecast,335,383,226,161,244,296,376,454,747,E09000004
Bexley,2021-01-03,NA,forecast,316,376,295,143,225,276,358,445,762,E09000004
Bexley,2021-01-04,NA,forecast,528,663,680,226,365,460,606,767,1415,E09000004
Bexley,2021-01-05,NA,forecast,452,605,883,177,300,388,524,680,1386,E09000004
Bexley,2021-01-06,NA,forecast,484,691,1314,179,308,411,564,756,1593,E09000004
Bexley,2021-01-07,NA,forecast,455,706,1732,151,281,376,547,727,1647,E09000004
Bexley,2021-01-08,NA,forecast,390,688,2307,122,234,319,466,675,1713,E09000004
Bexley,2021-01-09,NA,forecast,308,611,2728,91,183,253,378,541,1438,E09000004
Bexley,2021-01-10,NA,forecast,297,702,6079,81,166,237,362,523,1481,E09000004
Birmingham,2020-12-28,NA,forecast,884,897,170,641,779,845,924,1000,1201,E08000025
Birmingham,2020-12-29,NA,forecast,915,936,203,648,798,865,965,1051,1300,E08000025
Birmingham,2020-12-30,NA,forecast,914,946,232,627,786,864,970,1066,1360,E08000025
Birmingham,2020-12-31,NA,forecast,903,947,274,592,758,845,963,1083,1450,E08000025
Birmingham,2021-01-01,NA,forecast,866,927,319,539,710,802,940,1071,1519,E08000025
Birmingham,2021-01-02,NA,forecast,766,840,343,459,614,708,837,974,1475,E08000025
Birmingham,2021-01-03,NA,forecast,801,902,444,454,628,727,887,1044,1724,E08000025
Birmingham,2021-01-04,NA,forecast,1314,1529,893,693,986,1180,1453,1781,3115,E08000025
Birmingham,2021-01-05,NA,forecast,1358,1640,1156,682,1008,1210,1515,1873,3487,E08000025
Birmingham,2021-01-06,NA,forecast,1356,1727,1432,640,980,1197,1556,1982,3913,E08000025
Birmingham,2021-01-07,NA,forecast,1334,1773,1722,593,930,1176,1542,1999,4267,E08000025
Birmingham,2021-01-08,NA,forecast,1286,1808,2037,534,876,1123,1499,2000,4707,E08000025
Birmingham,2021-01-09,NA,forecast,1119,1695,2367,451,749,963,1326,1808,4555,E08000025
Birmingham,2021-01-10,NA,forecast,1199,1888,2882,438,767,1017,1409,1972,5371,E08000025
Blackburn with Darwen,2020-12-28,NA,forecast,142,145,35,93,120,133,150,166,206,E06000008
Blackburn with Darwen,2020-12-29,NA,forecast,123,127,34,78,103,115,131,146,189,E06000008
Blackburn with Darwen,2020-12-30,NA,forecast,134,140,42,83,110,125,144,162,218,E06000008
Blackburn with Darwen,2020-12-31,NA,forecast,126,133,43,76,103,118,137,156,211,E06000008
Blackburn with Darwen,2021-01-01,NA,forecast,136,146,55,77,109,125,148,172,250,E06000008
Blackburn with Darwen,2021-01-02,NA,forecast,118,129,53,64,93,108,130,152,227,E06000008
Blackburn with Darwen,2021-01-03,NA,forecast,131,145,69,69,101,119,144,171,268,E06000008
Blackburn with Darwen,2021-01-04,NA,forecast,231,265,149,119,174,210,259,314,498,E06000008
Blackburn with Darwen,2021-01-05,NA,forecast,200,236,148,97,148,178,225,279,479,E06000008
Blackburn with Darwen,2021-01-06,NA,forecast,220,267,189,103,159,194,251,316,561,E06000008
Blackburn with Darwen,2021-01-07,NA,forecast,209,262,218,92,148,183,240,305,581,E06000008
Blackburn with Darwen,2021-01-08,NA,forecast,223,290,283,91,153,194,258,336,676,E06000008
Blackburn with Darwen,2021-01-09,NA,forecast,194,264,308,75,131,169,224,299,628,E06000008
Blackburn with Darwen,2021-01-10,NA,forecast,214,303,374,81,143,183,254,338,766,E06000008
Blackpool,2020-12-28,NA,forecast,54,56,18,31,43,50,58,66,88,E06000009
Blackpool,2020-12-29,NA,forecast,57,61,22,33,46,53,62,71,99,E06000009
Blackpool,2020-12-30,NA,forecast,55,59,25,31,43,50,60,69,104,E06000009
Blackpool,2020-12-31,NA,forecast,53,59,30,28,41,48,58,69,109,E06000009
Blackpool,2021-01-01,NA,forecast,56,65,41,28,43,51,62,75,127,E06000009
Blackpool,2021-01-02,NA,forecast,50,60,47,24,37,44,56,68,127,E06000009
Blackpool,2021-01-03,NA,forecast,44,57,62,20,32,39,49,61,127,E06000009
Blackpool,2021-01-04,NA,forecast,76,108,160,34,55,67,86,110,262,E06000009
Blackpool,2021-01-05,NA,forecast,80,125,235,35,56,71,91,121,303,E06000009
Blackpool,2021-01-06,NA,forecast,78,133,306,32,54,68,91,119,326,E06000009
Blackpool,2021-01-07,NA,forecast,76,148,478,29,50,65,88,119,371,E06000009
Blackpool,2021-01-08,NA,forecast,79,185,799,30,52,67,97,133,456,E06000009
Blackpool,2021-01-09,NA,forecast,70,194,1053,24,44,58,84,118,447,E06000009
Blackpool,2021-01-10,NA,forecast,62,212,1464,20,38,52,76,110,459,E06000009
Blaenau Gwent,2020-12-28,NA,forecast,88,101,62,29,58,75,102,127,218,W06000019
Blaenau Gwent,2020-12-29,NA,forecast,66,77,50,22,42,56,76,98,169,W06000019
Blaenau Gwent,2020-12-30,NA,forecast,103,123,84,32,68,88,120,157,277,W06000019
Blaenau Gwent,2020-12-31,NA,forecast,147,180,130,47,95,127,173,225,422,W06000019
Blaenau Gwent,2021-01-01,NA,forecast,108,133,101,34,68,92,127,168,305,W06000019
Blaenau Gwent,2021-01-02,NA,forecast,129,160,135,37,78,108,152,202,386,W06000019
Blaenau Gwent,2021-01-03,NA,forecast,103,134,122,30,64,86,123,166,336,W06000019
Blaenau Gwent,2021-01-04,NA,forecast,99,132,133,26,58,81,120,164,338,W06000019
Blaenau Gwent,2021-01-05,NA,forecast,75,106,124,18,43,61,92,127,277,W06000019
Blaenau Gwent,2021-01-06,NA,forecast,120,177,235,27,68,97,147,205,498,W06000019
Blaenau Gwent,2021-01-07,NA,forecast,169,265,538,38,96,137,210,301,732,W06000019
Blaenau Gwent,2021-01-08,NA,forecast,122,208,498,26,67,97,155,222,552,W06000019
Blaenau Gwent,2021-01-09,NA,forecast,142,253,621,27,77,113,179,264,745,W06000019
Blaenau Gwent,2021-01-10,NA,forecast,120,212,480,22,60,93,151,225,610,W06000019
Bolton,2020-12-28,NA,forecast,107,108,20,77,94,102,112,121,144,E08000001
Bolton,2020-12-29,NA,forecast,101,102,20,71,88,96,106,115,138,E08000001
Bolton,2020-12-30,NA,forecast,103,105,23,71,89,97,108,118,146,E08000001
Bolton,2020-12-31,NA,forecast,95,97,24,64,81,89,100,111,140,E08000001
Bolton,2021-01-01,NA,forecast,109,113,32,72,92,103,116,128,166,E08000001
Bolton,2021-01-02,NA,forecast,90,94,30,56,75,84,97,109,145,E08000001
Bolton,2021-01-03,NA,forecast,91,97,36,54,74,84,98,112,155,E08000001
Bolton,2021-01-04,NA,forecast,148,159,72,86,119,137,161,185,266,E08000001
Bolton,2021-01-05,NA,forecast,140,153,78,80,111,128,153,177,265,E08000001
Bolton,2021-01-06,NA,forecast,143,159,98,76,111,130,158,186,285,E08000001
Bolton,2021-01-07,NA,forecast,132,149,119,67,99,119,145,174,276,E08000001
Bolton,2021-01-08,NA,forecast,151,175,179,74,112,134,168,203,340,E08000001
Bolton,2021-01-09,NA,forecast,126,150,215,57,91,111,141,174,299,E08000001
Bolton,2021-01-10,NA,forecast,127,156,269,55,91,112,143,179,318,E08000001
"Bournemouth, Christchurch and Poole",2020-12-28,NA,forecast,276,286,82,171,228,258,296,331,433,E06000058
"Bournemouth, Christchurch and Poole",2020-12-29,NA,forecast,283,299,105,166,229,259,306,349,485,E06000058
"Bournemouth, Christchurch and Poole",2020-12-30,NA,forecast,347,376,164,192,273,317,381,436,659,E06000058
"Bournemouth, Christchurch and Poole",2020-12-31,NA,forecast,349,395,231,180,265,314,386,459,756,E06000058
"Bournemouth, Christchurch and Poole",2021-01-01,NA,forecast,343,415,325,165,256,308,384,471,880,E06000058
"Bournemouth, Christchurch and Poole",2021-01-02,NA,forecast,306,399,487,127,217,265,347,437,902,E06000058
"Bournemouth, Christchurch and Poole",2021-01-03,NA,forecast,361,508,787,135,237,312,415,537,1253,E06000058
"Bournemouth, Christchurch and Poole",2021-01-04,NA,forecast,658,1061,2445,218,408,544,772,1013,2731,E06000058
"Bournemouth, Christchurch and Poole",2021-01-05,NA,forecast,676,1268,3995,202,403,559,819,1097,3377,E06000058
"Bournemouth, Christchurch and Poole",2021-01-06,NA,forecast,862,1867,6918,213,474,679,1061,1486,4959,E06000058
"Bournemouth, Christchurch and Poole",2021-01-07,NA,forecast,859,2326,12287,193,446,673,1079,1534,5980,E06000058
"Bournemouth, Christchurch and Poole",2021-01-08,NA,forecast,877,3201,24091,178,435,672,1117,1643,6928,E06000058
"Bournemouth, Christchurch and Poole",2021-01-09,NA,forecast,772,3825,35563,138,352,579,1021,1541,7660,E06000058
"Bournemouth, Christchurch and Poole",2021-01-10,NA,forecast,896,6185,68074,140,396,656,1213,1873,10328,E06000058
Bracknell Forest,2020-12-28,NA,forecast,143,151,57,75,111,130,156,181,253,E06000036
Bracknell Forest,2020-12-29,NA,forecast,133,143,58,67,102,121,148,173,252,E06000036
Bracknell Forest,2020-12-30,NA,forecast,147,159,68,73,111,132,162,192,286,E06000036
Bracknell Forest,2020-12-31,NA,forecast,131,144,70,59,96,116,147,176,273,E06000036
Bracknell Forest,2021-01-01,NA,forecast,116,129,66,51,83,102,130,160,256,E06000036
Bracknell Forest,2021-01-02,NA,forecast,109,125,73,46,77,96,124,153,263,E06000036
Bracknell Forest,2021-01-03,NA,forecast,117,137,84,47,82,102,135,167,293,E06000036
Bracknell Forest,2021-01-04,NA,forecast,165,198,139,62,109,140,191,244,437,E06000036
Bracknell Forest,2021-01-05,NA,forecast,154,195,157,54,100,130,180,236,469,E06000036
Bracknell Forest,2021-01-06,NA,forecast,169,222,196,53,106,143,200,268,560,E06000036
Bracknell Forest,2021-01-07,NA,forecast,148,203,199,46,91,122,180,243,536,E06000036
Bracknell Forest,2021-01-08,NA,forecast,130,190,208,36,80,109,158,221,537,E06000036
Bracknell Forest,2021-01-09,NA,forecast,122,185,232,32,71,100,150,214,508,E06000036
Bracknell Forest,2021-01-10,NA,forecast,135,213,306,32,75,108,168,242,610,E06000036
Bradford,2020-12-28,NA,forecast,181,184,37,130,158,172,190,207,250,E08000032
Bradford,2020-12-29,NA,forecast,173,177,38,120,150,164,183,200,245,E08000032
Bradford,2020-12-30,NA,forecast,165,171,42,112,141,156,176,194,246,E08000032
Bradford,2020-12-31,NA,forecast,170,177,47,114,144,159,182,203,262,E08000032
Bradford,2021-01-01,NA,forecast,157,165,50,98,131,147,169,191,258,E08000032
Bradford,2021-01-02,NA,forecast,129,136,46,78,105,118,138,159,222,E08000032
Bradford,2021-01-03,NA,forecast,136,146,58,78,109,125,147,171,249,E08000032
Bradford,2021-01-04,NA,forecast,206,228,102,117,163,187,229,268,408,E08000032
Bradford,2021-01-05,NA,forecast,197,223,115,106,153,179,218,261,430,E08000032
Bradford,2021-01-06,NA,forecast,193,221,132,96,143,173,213,256,445,E08000032
Bradford,2021-01-07,NA,forecast,194,231,150,95,144,173,219,271,474,E08000032
Bradford,2021-01-08,NA,forecast,181,220,163,84,131,159,205,256,483,E08000032
Bradford,2021-01-09,NA,forecast,147,185,152,63,104,128,168,215,430,E08000032
Bradford,2021-01-10,NA,forecast,155,202,195,65,107,135,179,230,463,E08000032
Brent,2020-12-28,NA,forecast,518,532,135,335,436,485,550,612,773,E09000005
Brent,2020-12-29,NA,forecast,518,540,155,331,434,484,555,621,826,E09000005
Brent,2020-12-30,NA,forecast,546,577,194,334,446,506,591,671,905,E09000005
Brent,2020-12-31,NA,forecast,537,579,242,306,425,493,584,674,979,E09000005
Brent,2021-01-01,NA,forecast,481,534,270,261,373,440,527,620,974,E09000005
Brent,2021-01-02,NA,forecast,429,496,350,227,326,387,480,578,949,E09000005
Brent,2021-01-03,NA,forecast,396,480,493,192,294,356,448,545,961,E09000005
Brent,2021-01-04,NA,forecast,652,845,1314,297,464,575,746,949,1808,E09000005
Brent,2021-01-05,NA,forecast,648,919,2374,273,443,559,757,971,1982,E09000005
Brent,2021-01-06,NA,forecast,687,1041,2766,262,451,578,810,1076,2419,E09000005
Brent,2021-01-07,NA,forecast,674,1174,7143,241,426,560,803,1065,2593,E09000005
Brent,2021-01-08,NA,forecast,600,1258,11573,197,370,497,725,996,2542,E09000005
Brent,2021-01-09,NA,forecast,549,1365,16063,165,320,441,669,926,2756,E09000005
Brent,2021-01-10,NA,forecast,495,1548,22297,137,288,401,613,910,2663,E09000005
Bridgend,2020-12-28,NA,forecast,272,302,153,116,192,239,306,375,597,W06000013
Bridgend,2020-12-29,NA,forecast,211,238,132,88,147,185,240,294,477,W06000013
Bridgend,2020-12-30,NA,forecast,255,295,178,100,174,222,295,369,618,W06000013
Bridgend,2020-12-31,NA,forecast,359,419,260,134,242,309,409,525,911,W06000013
Bridgend,2021-01-01,NA,forecast,290,350,235,106,193,248,340,443,794,W06000013
Bridgend,2021-01-02,NA,forecast,305,376,271,108,199,260,357,467,876,W06000013
Bridgend,2021-01-03,NA,forecast,274,353,283,89,175,233,328,445,860,W06000013
Bridgend,2021-01-04,NA,forecast,277,368,328,84,168,230,336,457,952,W06000013
Bridgend,2021-01-05,NA,forecast,210,288,290,59,125,172,254,356,741,W06000013
Bridgend,2021-01-06,NA,forecast,252,354,379,63,140,199,307,428,975,W06000013
Bridgend,2021-01-07,NA,forecast,345,547,695,85,196,280,441,648,1624,W06000013
Bridgend,2021-01-08,NA,forecast,281,466,716,66,154,225,351,537,1360,W06000013
Bridgend,2021-01-09,NA,forecast,298,520,879,61,155,231,388,571,1617,W06000013
Bridgend,2021-01-10,NA,forecast,267,491,861,54,134,208,343,536,1522,W06000013
Brighton and Hove,2020-12-28,NA,forecast,272,287,103,151,215,248,296,344,476,E06000043
Brighton and Hove,2020-12-29,NA,forecast,284,317,158,147,217,255,316,378,605,E06000043
Brighton and Hove,2020-12-30,NA,forecast,306,370,280,147,224,273,347,432,780,E06000043
Brighton and Hove,2020-12-31,NA,forecast,266,374,579,116,188,234,307,401,872,E06000043
Brighton and Hove,2021-01-01,NA,forecast,288,493,1316,116,195,247,345,472,1287,E06000043
Brighton and Hove,2021-01-02,NA,forecast,251,566,2517,89,161,213,305,450,1451,E06000043
Brighton and Hove,2021-01-03,NA,forecast,288,1003,8489,93,176,236,362,560,2349,E06000043
Brighton and Hove,2021-01-04,NA,forecast,487,3203,45760,134,277,391,626,1018,5624,E06000043
Brighton and Hove,2021-01-05,NA,forecast,507,6511,127379,124,275,393,667,1190,7758,E06000043
Brighton and Hove,2021-01-06,NA,forecast,544,17540,458076,119,278,420,741,1402,12381,E06000043
Brighton and Hove,2021-01-07,NA,forecast,480,31880,892015,90,223,356,660,1304,14026,E06000043
Brighton and Hove,2021-01-08,NA,forecast,528,82888,2588176,86,233,380,749,1581,21294,E06000043
Brighton and Hove,2021-01-09,NA,forecast,439,114235,2967346,68,194,314,667,1496,26483,E06000043
Brighton and Hove,2021-01-10,NA,forecast,515,163632,2975834,69,205,359,799,1885,39908,E06000043
"Bristol, City of",2020-12-28,NA,forecast,207,217,71,121,168,192,223,255,348,E06000023
"Bristol, City of",2020-12-29,NA,forecast,219,234,88,125,173,201,239,276,393,E06000023
"Bristol, City of",2020-12-30,NA,forecast,236,262,128,126,180,214,261,308,484,E06000023
"Bristol, City of",2020-12-31,NA,forecast,230,267,172,113,172,207,256,310,528,E06000023
"Bristol, City of",2021-01-01,NA,forecast,230,282,238,107,166,203,260,321,596,E06000023
"Bristol, City of",2021-01-02,NA,forecast,207,287,370,91,147,182,240,308,666,E06000023
"Bristol, City of",2021-01-03,NA,forecast,205,313,582,85,141,177,241,320,745,E06000023
"Bristol, City of",2021-01-04,NA,forecast,332,599,1620,118,219,280,401,542,1467,E06000023
"Bristol, City of",2021-01-05,NA,forecast,353,776,3120,120,217,291,429,604,1918,E06000023
"Bristol, City of",2021-01-06,NA,forecast,382,1067,5695,114,229,311,470,683,2343,E06000023
"Bristol, City of",2021-01-07,NA,forecast,370,1339,8908,106,214,302,457,700,2792,E06000023
"Bristol, City of",2021-01-08,NA,forecast,366,1782,14308,94,199,292,464,735,3375,E06000023
"Bristol, City of",2021-01-09,NA,forecast,339,2430,23528,79,180,262,440,714,3514,E06000023
"Bristol, City of",2021-01-10,NA,forecast,334,3673,44585,74,170,260,448,747,4314,E06000023
Bromley,2020-12-28,NA,forecast,636,662,196,390,524,589,682,774,1027,E09000006
Bromley,2020-12-29,NA,forecast,601,629,199,355,486,554,651,739,1008,E09000006
Bromley,2020-12-30,NA,forecast,603,633,220,338,477,549,650,746,1045,E09000006
Bromley,2020-12-31,NA,forecast,504,541,210,273,396,460,556,643,927,E09000006
Bromley,2021-01-01,NA,forecast,539,589,261,277,414,488,594,701,1077,E09000006
Bromley,2021-01-02,NA,forecast,432,481,243,209,325,385,482,582,904,E09000006
Bromley,2021-01-03,NA,forecast,466,531,297,221,346,417,529,638,1031,E09000006
Bromley,2021-01-04,NA,forecast,702,826,579,299,494,618,796,1000,1693,E09000006
Bromley,2021-01-05,NA,forecast,659,804,657,257,452,566,752,962,1723,E09000006
Bromley,2021-01-06,NA,forecast,654,833,861,246,437,562,767,982,1864,E09000006
Bromley,2021-01-07,NA,forecast,544,740,1094,189,356,463,650,847,1721,E09000006
Bromley,2021-01-08,NA,forecast,578,823,1512,188,367,486,695,932,1984,E09000006
Bromley,2021-01-09,NA,forecast,464,698,1480,137,282,384,558,772,1775,E09000006
Bromley,2021-01-10,NA,forecast,508,820,2547,146,300,412,618,880,2035,E09000006
Buckinghamshire,2020-12-28,NA,forecast,639,656,175,406,528,595,683,760,964,E10000002
Buckinghamshire,2020-12-29,NA,forecast,604,627,182,370,497,559,651,733,956,E10000002
Buckinghamshire,2020-12-30,NA,forecast,616,642,201,369,498,569,664,755,1004,E10000002
Buckinghamshire,2020-12-31,NA,forecast,561,601,210,329,452,517,613,713,988,E10000002
Buckinghamshire,2021-01-01,NA,forecast,615,661,266,338,482,558,670,783,1121,E10000002
Buckinghamshire,2021-01-02,NA,forecast,471,511,220,248,363,427,519,618,900,E10000002
Buckinghamshire,2021-01-03,NA,forecast,516,572,285,262,388,464,575,685,1056,E10000002
Buckinghamshire,2021-01-04,NA,forecast,810,924,584,386,592,721,922,1113,1818,E10000002
Buckinghamshire,2021-01-05,NA,forecast,763,889,670,336,550,678,867,1071,1840,E10000002
Buckinghamshire,2021-01-06,NA,forecast,775,932,809,327,539,672,887,1121,1993,E10000002
Buckinghamshire,2021-01-07,NA,forecast,716,887,891,286,488,618,830,1066,2006,E10000002
Buckinghamshire,2021-01-08,NA,forecast,766,988,1283,283,510,662,897,1148,2278,E10000002
Buckinghamshire,2021-01-09,NA,forecast,588,789,1116,206,382,501,696,920,1913,E10000002
Buckinghamshire,2021-01-10,NA,forecast,650,910,1960,212,405,544,776,1051,2244,E10000002
Bury,2020-12-28,NA,forecast,130,133,31,88,112,123,138,152,187,E08000002
Bury,2020-12-29,NA,forecast,110,114,29,72,93,104,118,131,166,E08000002
Bury,2020-12-30,NA,forecast,107,112,34,68,89,100,115,129,174,E08000002
Bury,2020-12-31,NA,forecast,100,108,39,61,82,93,110,126,176,E08000002
Bury,2021-01-01,NA,forecast,103,112,48,59,81,95,113,131,197,E08000002
Bury,2021-01-02,NA,forecast,93,105,53,51,72,85,103,123,196,E08000002
Bury,2021-01-03,NA,forecast,101,118,77,51,77,91,113,138,232,E08000002
Bury,2021-01-04,NA,forecast,210,256,191,103,155,188,237,299,539,E08000002
Bury,2021-01-05,NA,forecast,179,229,238,83,129,158,205,263,513,E08000002
Bury,2021-01-06,NA,forecast,174,237,319,75,122,152,203,269,570,E08000002
Bury,2021-01-07,NA,forecast,166,238,404,67,113,143,195,262,591,E08000002
Bury,2021-01-08,NA,forecast,169,262,572,66,112,143,203,274,696,E08000002
Bury,2021-01-09,NA,forecast,154,257,777,55,98,128,184,258,675,E08000002
Bury,2021-01-10,NA,forecast,166,306,1323,57,102,137,205,289,827,E08000002
Caerphilly,2020-12-28,NA,forecast,182,208,123,62,121,157,211,264,440,W06000018
Caerphilly,2020-12-29,NA,forecast,118,138,88,41,78,101,138,175,301,W06000018
Caerphilly,2020-12-30,NA,forecast,207,244,165,68,130,175,242,312,544,W06000018
Caerphilly,2020-12-31,NA,forecast,282,336,240,86,174,235,332,434,756,W06000018
Caerphilly,2021-01-01,NA,forecast,231,287,228,70,145,195,274,362,673,W06000018
Caerphilly,2021-01-02,NA,forecast,195,253,233,60,121,163,235,316,614,W06000018
Caerphilly,2021-01-03,NA,forecast,191,257,412,53,115,157,228,307,636,W06000018
Caerphilly,2021-01-04,NA,forecast,179,245,294,45,103,147,218,300,627,W06000018
Caerphilly,2021-01-05,NA,forecast,117,170,313,28,66,95,144,201,451,W06000018
Caerphilly,2021-01-06,NA,forecast,199,309,907,43,109,160,249,355,789,W06000018
Caerphilly,2021-01-07,NA,forecast,268,473,2951,55,142,214,331,491,1147,W06000018
Caerphilly,2021-01-08,NA,forecast,222,436,3252,43,116,173,290,427,1080,W06000018
